ticker,company_name,market_cap,52_week_delta,dividend_payout_ratio,forward_eps,g_revenue,gross_margin_pct,ebitda_margin_pct,price_to_forward_earnings,price_to_book,debt_to_equity,return_on_assets,return_on_equity,largest_institutional_owner,recommendation
O,Realty Income Corporation,24642736194.88,0.1425339,2.1239998,1.51,0.107,0.94357,0.91089,50.073,2.651587,77.111,0.027679998,0.04618,"Vanguard Group, Inc. (The)",hold
RLH,Red Lions Hotels Corporation,85752634.0,-0.52925533,0.0,-0.53,-0.087,0.33666,0.08941,-6.434,0.5488492,64.601,-0.01434,-0.12477,"Coliseum Capital Management, Llc",buy
RRGB,"Red Robin Gourmet Burgers, Inc.",356100544.0,-0.11254847,0.0,0.65,-0.002,0.19618,0.07556,42.338,0.969492,193.989,0.00389,-0.02844,Price (T.Rowe) Associates Inc,hold
RRR,"Red Rock Resorts, Inc.",1635689720.0,0.008718371,0.0,1.23,0.13,0.53309,0.26758,18.911,3.239103,392.625,0.043390002,-0.0005,BAMCO Inc.,buy
RWT,"Redwood Trust, Inc.",1845862200.0,0.01170671,1.0619,1.72,0.033,0.94725996,0.0,9.523,1.028636,757.8,0.00968,0.07572,Blackrock Inc.,buy
RBC,Regal Beloit Corporation,3388376472.0,0.114800334,0.1924,5.79,-0.165,0.27115,0.14408,14.294,1.4708445,54.965,0.04828,0.111549996,"Vanguard Group, Inc. (The)",hold
REG,Regency Centers Corporation,10765987000.0,0.0104801655,1.7725999,1.55,0.016,0.73673,0.64032,41.452,1.7145679,64.881,0.02342,0.043730002,"Vanguard Group, Inc. (The)",buy
REGN,"Regeneron Pharmaceuticals, Inc.",39702109610.0,-0.026855111,0.0,25.89,0.231,0.5237,0.32158002,14.201,3.8238814,7.026,0.11377,0.23341,Capital World Investors,buy
RGNX,REGENXBIO Inc.,1539870768.0,-0.20063639,0.0,-0.29,1.77,-0.89906996,-1.5516901,-144.0,3.284568,1.457,-0.12964,-0.13292,Blackrock Inc.,buy
RM,Regional Management Corp.,341619558.0,0.2352475,0.0,4.17,0.179,0.70371,0.3103,7.429,1.1913093,257.416,0.057779998,0.14117,"Basswood Capital Management, L.L.C.",buy
RF,Regions Financial Corporation,16398862592.0,0.20550847,0.3833,1.62,0.004,0.0,0.0,10.494,1.073639,0.0,0.01265,0.102010004,"Vanguard Group, Inc. (The)",buy
RGS,Regis Corporation,604671480.0,0.050711155,0.0,0.74,-0.142,0.30624,0.0242,22.986,2.1310449,374.344,-0.00413,-0.08998,"Birch Run Capial Advisors, LP",strong_buy
RGA,"Reinsurance Group of America, I",10263804837.0,0.1852653,0.215,14.06,0.124,0.1446,0.08644,11.659,0.8906431,34.864,0.0104600005,0.07412,Blackrock Inc.,hold
RS,Reliance Steel & Aluminum Co.,8020824777.0,0.60870147,0.2347,8.6,-0.097,0.28616,0.101969995,13.992,1.5809389,36.273,0.07118,0.12403,"Vanguard Group, Inc. (The)",hold
RNR,RenaissanceRe Holdings Ltd.,8444933913.0,0.40761578,0.1003,14.81,0.67,0.31824,0.23902,12.915,1.593014,16.381,0.02639,0.10375,Blackrock Inc.,hold
RNST,Renasant Corporation,2047227816.0,0.111386895,0.28959998,2.69,0.073,0.0,0.0,13.294,0.9693158,0.0,0.013459999,0.08406,"Vanguard Group, Inc. (The)",hold
REGI,"Renewable Energy Group, Inc.",696292041.0,-0.3076923,0.0,1.98,-0.02,0.02164,-0.00234,9.025,1.0920314,41.046,-0.03345,-0.11482,Blackrock Inc.,buy
RCII,Rent-A-Center Inc.,1512590300.0,0.8838488,0.1033,2.57,0.007,0.62037,0.08582,10.749,3.502155,121.257,0.07287,0.37658,"Vanguard Group, Inc. (The)",buy
RGEN,Repligen Corporation,4781080192.0,0.45926273,0.0,1.1,0.402,0.55455,0.24073,83.491,4.5741606,24.809,0.024549998,0.02839,Blackrock Inc.,buy
RBCAA,"Republic Bancorp, Inc.",885606750.0,0.13645327,0.2591,3.91,0.078,0.0,0.0,12.084,1.3298247,0.0,0.0147,0.117130004,Blackrock Inc.,none
FRBK,"Republic First Bancorp, Inc.",233017488.0,-0.42212516,0.0,-0.02,0.072,0.0,0.0,-198.0,0.9289233,0.0,0.0004,0.0046900003,"CPV Partners, LLC",none
RSG,"Republic Services, Inc.",28257097591.68,0.1961155,0.45540002,3.48,0.032,0.39067,0.27544,25.443,3.5454292,112.002,0.049310002,0.13645001,Blackrock Inc.,buy
REFR,Research Frontiers Incorporated,88607355.0,1.0405405,0.0,-0.06,0.287,-1.04176,-1.53262,-47.5,11.309524,12.966,-0.23672001,-0.55135,"Vanguard Group, Inc. (The)",none
RMD,ResMed Inc.,21421238280.0,0.31051433,0.5172,4.5,0.158,0.59220004,0.30425,33.107,10.116113,61.664,0.11474,0.20858999,"Vanguard Group, Inc. (The)",buy
RESN,Resonant Inc.,58887807.0,0.28387105,0.0,-0.52,-0.313,1.0,0.0,-3.481,3.6788616,17.624,-0.66393,-1.30699,"Vanguard Group, Inc. (The)",none
RECN,"Resources Connection, Inc.",500585136.0,0.026797414,0.5579,1.08,-0.035,0.38993,0.08093,14.472,1.7324318,41.621,0.06846,0.11017,Blackrock Inc.,none
ROIC,Retail Opportunity Investments ,2099527600.0000002,0.013415337,1.7864,0.36,-0.02,0.742,0.62769,50.278,1.7832513,112.278,0.02184,0.04146,Blackrock Inc.,buy
RPAI,"Retail Properties of America, I",2946302560.3199997,0.09033787,0.0,0.04,0.005,0.70418,0.60869,344.75,1.7862694,105.694,0.021860002,0.01637,"Vanguard Group, Inc. (The)",buy
RTRX,"Retrophin, Inc.",582086320.0,-0.45207733,0.0,-2.31,0.09,0.97035,-0.44599998,-5.866,2.3668122,86.531,-0.091070004,-0.43759,"RA Capital Management, L.P.",strong_buy
RVNC,"Revance Therapeutics, Inc.",738198965.9999999,-0.2540267,0.0,-4.22,-0.981,1.0,0.0,-3.878,4.7711368,19.893,-0.39262,-0.92819,"Wellington Management Company, LLP",buy
RVLT,REVOLUTION LIGHTING TECHNOLOGIE,2351800.0,-0.83934426,0.0,-0.33,-0.16,0.36668,0.01314,-0.303,0.029559564,82.642,-0.01523,-0.53237,American Financial Group Inc.,buy
REX,REX American Resources Corporat,516071045.0,0.2505269,0.0,4.3,-0.178,0.03936,0.05106,19.128,1.298404,4.087,-0.0030500002,0.053540003,Blackrock Inc.,buy
REXR,"Rexford Industrial Realty, Inc.",5195399120.0,0.46685433,1.7024001,0.45,0.233,0.76471,0.62171,104.089,2.3783894,35.082,0.01417,0.02567,"Vanguard Group, Inc. (The)",buy
RXN,Rexnord Corporation,3356686080.0,0.25426424,0.0,2.11,-0.007,0.38916,0.20573999,15.014,2.545396,98.169,0.06303,0.16693,Janus Henderson Group PLC,buy
RFIL,"RF Industries, Ltd.",54102823.0,-0.20435965,0.21620001,0.43,0.312,0.29103002,0.103870004,13.442,1.7719191,0.0,0.08352,0.12593001,"Renaissance Technologies, LLC",none
RGCO,RGC Resources Inc.,229048556.0,0.054774165,0.6019,1.19,-0.012,0.17046,0.28456,23.866,2.7580848,124.399,0.03033,0.10694,Price (T.Rowe) Associates Inc,strong_buy
RICK,"RCI Hospitality Holdings, Inc.",172521804.0,-0.24020225,0.0723,2.56,0.103,0.84774,0.26157,7.008,1.0213493,86.781,0.06993,0.0987,Dimensional Fund Advisors LP,none
RIGL,"Rigel Pharmaceuticals, Inc.",376284450.0,-0.21739125,0.0,-0.19,3.287,0.34772,-0.59398997,-11.816,5.4622865,55.467,-0.22035,-0.5391,"FMR, LLC",none
RNET,"RigNet, Inc.",109237541.0,-0.6240803,0.0,-0.2,-0.058,0.39527,0.11806,-27.35,2.4897587,275.758,-0.00368,-0.91441,Kohlberg Kravis Roberts & Co. L.P.,strong_buy
RNG,"Ringcentral, Inc.",12414119256.0,0.9448745,0.0,0.93,0.342,0.75163,0.010290001,178.022,37.53344,115.407,-0.01546,-0.101739995,Capital World Investors,buy
RAD,Rite Aid Corporation,443389192.0,-0.58247423,0.0,-0.29,-0.01,0.21409,0.0191,-27.862,0.4461623,740.814,0.0047400002,-0.3732,"Vanguard Group, Inc. (The)",underperform
RVSB,Riverview Bancorp Inc,178574940.0,0.007968068,0.21049999,0.8,0.036,0.0,0.0,9.812,1.2478143,0.0,0.01492,0.13046,Blackrock Inc.,none
RLI,RLI Corp.,4139754045.0,0.2770083,0.3475,2.49,-0.015,0.21858999,0.1463,37.08,4.140916,17.512,0.02399,0.12568,Blackrock Inc.,hold
RLJ,RLJ Lodging Trust,2936095962.24,-0.09229958,2.4,0.48,-0.171,0.3213,0.2864,35.875,1.0193571,72.209,0.02543,0.03583,"Vanguard Group, Inc. (The)",buy
RMR,The RMR Group Inc.,704364869.0,-0.26022184,0.305,2.3,-0.097,1.0,0.71630996,20.013,2.5996838,0.0,0.21916,0.35082,"Vanguard Group, Inc. (The)",hold
RRTS,Roadrunner Transportation Syste,330870542.99999994,-0.4375,0.0,-0.41,-0.144,0.16959,-0.01569,-21.439,2.6083088,340.713,-0.07079,-4.89889,Elliott Management Corporation,none
RHI,Robert Half International Inc.,6955371270.0,0.011457443,0.3127,4.12,0.059,0.4173,0.11411,14.541,6.145246,24.476,0.17860001,0.40800998,"Vanguard Group, Inc. (The)",hold
ROK,"Rockwell Automation, Inc.",23080513250.0,0.2583729,0.66550004,9.42,0.0,0.43319,0.22601,21.205,57.169434,558.362,0.13851,0.68833,"Vanguard Group, Inc. (The)",hold
RMTI,"Rockwell Medical, Inc.",142621657.0,-0.2730263,0.0,-0.35,-0.076,0.04646,-0.56413,-6.371,6.010782,17.79,-0.52392,-1.99061,Blackrock Inc.,buy
RCKY,"Rocky Brands, Inc.",208711651.0,0.20193934,0.24299999,2.1,0.019,0.35391,0.0938,13.476,1.2942468,1.105,0.061539996,0.10248999,Blackrock Inc.,none
ROG,Rogers Corporation,2342549425.0,0.19649577,0.0,6.4,-0.022,0.35416,0.1942,19.708,2.561119,15.526,0.0636,0.11549,Blackrock Inc.,buy
ROL,"Rollins, Inc.",11028246021.12,-0.094690025,0.64809996,0.8,0.141,0.50845003,0.1981,42.1,13.668832,64.897,0.13564,0.26407,"Vanguard Group, Inc. (The)",hold
ROP,"Roper Technologies, Inc.",35723111400.0,0.22324061,0.168,13.71,0.027,0.63708,0.34733,25.04,4.1677794,75.649,0.055359997,0.14310999,Price (T.Rowe) Associates Inc,buy
ROST,"Ross Stores, Inc.",41580861660.8,0.42842948,0.219,5.01,0.084,0.31787002,0.15508,22.944,12.519058,106.006,0.16775998,0.50944,"Vanguard Group, Inc. (The)",buy
RCL,Royal Caribbean Cruises Ltd.,25489034262.72,0.171121,0.31440002,10.62,0.14,0.46212003,0.31163,11.449,2.1279314,91.57,0.04723,0.15953,"Vanguard Group, Inc. (The)",buy
RGLD,"Royal Gold, Inc.",7449272083.0,0.45729303,0.467,2.58,0.192,0.81475997,0.73843,44.019,3.3960288,7.406,0.039300002,0.066939995,Capital World Investors,hold
RES,"RPC, Inc.",915914999.9999999,-0.638448,0.0,-0.15,-0.334,0.25639,0.12413,-28.467,1.0587652,4.821,-0.00182,-0.05501,Blackrock Inc.,hold
RPM,RPM International Inc.,9646895200.0,0.22930789,0.6061,4.12,0.009,0.41204,0.12314,18.056,7.180502,212.971,0.06293,0.20544,"Vanguard Group, Inc. (The)",buy
RTIX,"RTI Surgical Holdings, Inc.",166821447.99999997,-0.47524756,0.0,0.06,0.102,0.53975,0.067880005,37.667,0.7145115,57.47,0.00684,-0.040689997,Paradigm Capital Management,buy
RUBI,"The Rubicon Project, Inc.",424038888.0,0.9482758,0.0,0.07,0.266,0.60124,-0.029649999,114.143,4.072375,22.558,-0.05913,-0.26349002,Blackrock Inc.,buy
RBCN,"Rubicon Technology, Inc.",21976455.2,-0.012254834,0.0,-0.4,-0.404,0.09274,-0.68187,-20.3,0.6600553,0.0,-0.04364,-0.02917,Bandera Partners LLC,none
RUSHA,"Rush Enterprises, Inc.",1304366740.0,0.42167938,0.1137,3.4,0.162,0.17406,0.065570004,13.759,1.484561,158.924,0.04271,0.14804,"Vanguard Group, Inc. (The)",buy
RUTH,"Ruth's Hospitality Group, Inc.",668147178.0,-0.018290102,0.3497,1.5,0.04,0.27456,0.16284999,15.56,7.685216,355.248,0.09621,0.48362,Blackrock Inc.,hold
R,"Ryder System, Inc.",2764788960.0,0.045401216,0.8862,2.64,0.03,0.19698,0.27107,19.652,1.1162031,321.532,0.03366,0.048309997,Blackrock Inc.,buy
RYI,Ryerson Holding Corporation,445471001.99999994,0.65867424,0.0,1.42,-0.116,0.18024999,0.05213,8.303,3.295137,821.332,0.05233,0.46875,Towle & Company,hold
RHP,"Ryman Hospitality Properties, I",4398178383.0,0.23502493,0.7044,3.39,0.303,0.35269,0.29908,25.218,13.952995,455.658,0.05056,0.52522,"Vanguard Group, Inc. (The)",buy
SPGI,S&P Global Inc.,66393704000.00001,0.6310551,0.2622,10.4,0.092,0.73066,0.50084996,26.121,191.85028,180.964,0.19468,0.93141997,"Vanguard Group, Inc. (The)",buy
STBA,"S&T Bancorp, Inc.",1296161895.0,-0.050088048,0.36240003,3.05,-0.021,0.0,0.0,12.41,1.319321,0.0,0.01401,0.108100004,Blackrock Inc.,hold
SYBT,"Stock Yards Bancorp, Inc.",936448688.0,0.44934702,0.3643,2.65,0.13,0.0,0.0,15.638,2.3640823,0.0,0.01868,0.17108,Blackrock Inc.,hold
SBRA,"Sabra Health Care REIT, Inc.",4240027154.88,0.14989626,36.0,0.85,-0.006,0.84579,0.7394,25.753,1.2917503,79.831,0.0232,0.0029699998,"Vanguard Group, Inc. (The)",hold
SABR,Sabre Corporation,6072052974.72,-0.097020924,0.65879995,1.24,0.014,0.24821,0.14637,17.879,6.403813,360.693,0.04749,0.25291002,"Vanguard Group, Inc. (The)",buy
SAFT,"Safety Insurance Group, Inc.",1473123960.0,0.11163986,0.566,5.0,-0.003,0.13016,0.13656001,19.152,1.8598509,4.514,0.03563,0.11948,Blackrock Inc.,none
SAIA,"Saia, Inc.",2370291040.0,0.6699854,0.0,5.22,0.102,0.20889,0.15609999,17.508,2.9747412,34.09,0.07907,0.16102,Blackrock Inc.,buy
SALM,"Salem Media Group, Inc.",31483253.0,-0.4389313,0.0,0.16,-0.022,0.20605,0.133,9.312,0.20371889,159.701,0.021879999,-0.12532,Dimensional Fund Advisors LP,strong_buy
CRM,Salesforce.com Inc,137162800000.0,0.15125382,0.0,3.1,0.218,0.74771005,0.14013,50.452,7.106507,37.469,0.014579999,0.0619,"FMR, LLC",buy
SAL,"Salisbury Bancorp, Inc.",127072682.1,0.18141246,0.29709998,3.86,0.061,0.0,0.0,11.661,1.1388594,0.0,0.00953,0.10069,Dimensional Fund Advisors LP,buy
SAFM,"Sanderson Farms, Inc.",3638580975.0,0.6372626,0.8205,9.34,0.109,0.07842,0.05099,17.586,2.5085528,2.068,0.01497,0.022160001,Blackrock Inc.,buy
SD,"SandRidge Energy, Inc.",136658972.0,-0.5839822,0.0,2.21,-0.402,0.65056,1.3089,1.729,0.20841289,9.738,0.015319999,-0.20222999,"Icahn, Carl, C.",none
SASR,"Sandy Spring Bancorp, Inc.",1277734832.0,0.08037603,0.3671,3.37,0.038,0.0,0.0,10.641,1.120625,0.0,0.013789999,0.10403,Blackrock Inc.,buy
SGMO,"Sangamo Therapeutics, Inc.",1049818590.0,-0.12180573,0.0,-1.29,-0.068,-0.89275,-1.63797,-7.019,2.5013814,10.398,-0.12564,-0.29813,"Wellington Management Company, LLP",buy
SANM,Sanmina Corporation,2260953509.76,0.25354338,0.0,3.38,0.008,0.071890004,0.050619997,9.559,1.3713923,24.676,0.04691,0.09085,Blackrock Inc.,hold
SC,Santander Consumer USA Holdings,7936827828.48,0.25534248,0.3015,2.98,0.148,0.51429003,0.0,7.792,1.0838817,515.113,0.02115,0.13152,"Banco Santander, S.A.",hold
SAR,Saratoga Investment Corp New,246760617.6,0.094577074,0.6185,2.56,0.218,1.0,0.0,9.891,1.0347787,123.826,0.04208,0.13477999,"Black Diamond Capital Management, LLC",buy
SRPT,"Sarepta Therapeutics, Inc.",7914241351.68,-0.15399998,0.0,-6.6,0.262,-0.46310002,-1.12752,-16.086,7.948046,49.614,-0.18956,-0.75871,"FMR, LLC",buy
BFS,"Saul Centers, Inc.",1209516000.0,-0.0125332475,1.2339,3.25,0.002,0.74904,0.63792,16.111,6.5091996,186.443,0.04295,0.1344,"Vanguard Group, Inc. (The)",none
SBFG,"SB Financial Group, Inc.",118744857.0,0.0427351,0.24139999,1.58,0.109,0.0,0.0,11.741,0.97457176,0.0,0.01145,0.088570006,EJF Capital LLC,none
SCSC,"ScanSource, Inc.",931055785.0,0.0016299486,0.0,3.5,0.035,0.1158,0.03519,10.529,1.0269201,45.366,0.029830001,0.06145,Blackrock Inc.,buy
SLB,Schlumberger N.V.,51693123197.44,-0.0989331,0.0,1.72,0.004,0.12209,0.19803,21.709,2.1617553,68.537,0.02781,-0.32317,"Vanguard Group, Inc. (The)",buy
SCHN,"Schnitzer Steel Industries, Inc",592288938.0,-0.14024866,0.3731,1.65,-0.182,0.12859,0.06494,13.564,0.8305808,14.986,0.04699,0.08541001,"Vanguard Group, Inc. (The)",hold
SCHL,Scholastic Corporation,1247724325.0,-0.118196726,1.2,1.31,0.065,0.52539,0.040760003,28.817,1.0960773,9.133,0.0104,0.0152900005,Blackrock Inc.,none
SWM,Schweitzer-Mauduit Internationa,1373049348.0,0.68204165,0.7489,3.41,-0.015,0.27386,0.18945,13.032,2.3887336,102.07,0.05919,0.12733,Blackrock Inc.,strong_buy
SAIC,SCIENCE APPLICATIONS INTERNATIO,4907005940.0,0.20231378,0.4982,6.22,0.385,0.1096,0.08456001,13.367,3.4761884,139.381,0.07081,0.17778,Blackrock Inc.,buy
SMG,Scotts Miracle-Gro Company (The,5634379954.0,0.5263078,0.287,5.53,0.147,0.32494,0.16223,18.253,7.8375654,229.867,0.08745,0.80661005,"Vanguard Group, Inc. (The)",buy
SEAC,"SeaChange International, Inc.",144531808.0,2.0869567,0.0,0.28,0.581,0.57162,-0.16733,14.071,3.1121643,4.07,-0.09203,-0.55968,Dimensional Fund Advisors LP,buy
SBCF,Seacoast Banking Corporation of,1516659720.0,0.115732074,0.0,1.99,0.234,0.0,0.0,14.804,1.5664381,0.0,0.01365,0.103240006,Blackrock Inc.,hold
CKH,SEACOR Holdings Inc.,847929984.0000001,0.053423643,0.0,2.24,-0.089,0.28415,0.15614,18.759,1.0444162,57.974,0.023359999,0.048649997,Blackrock Inc.,hold
SPNE,SeaSpine Holdings Corporation,233949636.0,-0.24766898,0.0,-1.5,0.113,0.62648,-0.1673,-8.18,2.0204184,0.0,-0.16112,-0.38305,"First Light Asset Management, LLC",strong_buy
SGEN,"Seattle Genetics, Inc.",19534576280.0,0.87282574,0.0,-0.84,0.259,0.08201,-0.31184998,-135.69,10.959616,4.381,-0.09291001,-0.19356,"Baker Brothers Advisors, LLC",buy
SEAS,"SeaWorld Entertainment, Inc.",2380592471.04,0.094536304,0.0,1.9,-0.02,0.44612,0.28563,15.916,10.209318,728.162,0.06589,0.33917,"Hill Path Capital, LP",buy
EYES,"Second Sight Medical Products, ",97186440.0,-0.1369474,0.0,-0.25,-0.79,0.2194,0.0,-3.12,6.7826085,18.585,-1.09197,-3.80482,"Versant Venture Management, LLC",none
SEIC,SEI Investments Company,9711045280.0,0.32927585,0.21090001,3.57,0.019,0.77924,0.29456,18.104,5.699797,2.683,0.14048,0.29319,"Loomis Sayles & Company, LP",buy
SEM,Select Medical Holdings Corpora,3081438440.0,0.23450136,0.0,1.32,0.099,0.19721001,0.1236,17.379,4.0782223,236.27,0.04261,0.10609999,Price (T.Rowe) Associates Inc,buy
SIGI,"Selective Insurance Group, Inc.",3936544032.0,0.041345716,0.2036,4.27,0.069,0.25366,0.1347,15.52,1.8417028,27.131,0.02391,0.12153,Blackrock Inc.,hold
SEMG,Semgroup Corporation,1195683561.92,-0.02775979,0.0,-0.42,-0.113,0.28816,0.131,-35.762,0.9578471,95.383,0.0086199995,-0.01082,"Vanguard Group, Inc. (The)",hold
SRE,Sempra Energy,41574022080.0,0.24577141,0.45099998,7.07,0.075,0.36870998,0.35326,20.86,2.5418382,130.933,0.02706,0.13464,Price (T.Rowe) Associates Inc,buy
SMTC,Semtech Corporation,3119610456.0,-0.02415961,0.0,1.76,-0.16,0.6172,0.22055,26.642,4.509521,30.987,0.05031,0.06342,Blackrock Inc.,buy
SNH,Senior Housing Properties Trust,1824685391.36,-0.41194254,0.0,0.14,-0.083,0.54065,0.50758,54.786,0.6462757,123.185,0.02242,-0.04697,"Vanguard Group, Inc. (The)",hold
SENS,"Senseonics Holdings, Inc.",205487521.92000002,-0.6763667,0.0,-0.59,-0.163,-0.82871,0.0,-1.712,8.08,368.478,-0.4438,-1.71177,"NEA Management Company, LLC",buy
SXT,Sensient Technologies Corporati,2696534820.0,0.063726306,0.46150002,3.1,-0.073,0.32764,0.17813,20.555,3.0039601,73.301,0.06245,0.15131,Blackrock Inc.,hold
SRG,Seritage Growth Properties,1497078525.0,0.103643775,0.0,2.18,-0.227,0.53495,0.31806,18.647,1.9870949,148.84,-0.01081,-0.11928,Edgepoint Investment Group Inc.,none
SCI,Service Corporation Internation,8108254234.88,-0.01595503,0.3184,2.11,-0.012,0.5062,0.27056,21.024,4.5680156,202.698,0.02947,0.25476,Blackrock Inc.,strong_buy
SERV,"ServiceMaster Global Holdings, ",5092493750.4,-0.07024795,0.0,1.41,0.065,0.44055,0.19438,26.631,2.1804771,67.865,0.03481,-0.04362,Price (T.Rowe) Associates Inc,buy
NOW,"ServiceNow, Inc.",50314707999.99999,0.47039592,0.0,4.2,0.316,0.76634,0.07375,63.519,35.19061,78.653,0.00223,0.028570002,Price (T.Rowe) Associates Inc,buy
SREV,"ServiceSource International, In",149302100.0,0.39830518,0.0,-0.03,-0.066,0.29848,-0.01377,-52.667,1.6631579,50.945,-0.04202,-0.14729,Primecap Management Company,buy
SFBS,"ServisFirst Bancshares, Inc.",1982423000.0,0.0603621,0.22469999,2.7,0.106,0.0,0.0,13.704,2.4474137,0.0,0.01748,0.19362,Blackrock Inc.,hold
SHAK,"Shake Shack, Inc.",1974811967.0,0.2324984,0.0,0.62,0.319,0.3698,0.12453,94.371,6.7751274,109.241,0.026770001,0.08698,Blackrock Inc.,hold
SHSP,"SharpSpring, Inc.",117156530.0,-0.15068495,0.0,-0.57,0.175,0.70379996,-0.37692,-17.86,4.255853,20.78,-0.19139,-0.5834,Cat Rock Capital Management LP,buy
SHEN,Shenandoah Telecommunications C,1860666972.0,-0.20242655,0.23889999,1.56,-0.023,0.58892,0.41586,23.923,3.9103103,238.285,0.03808,0.122200005,"Vanguard Group, Inc. (The)",buy
SHW,Sherwin-Williams Company (The),52694706820.0,0.47516954,0.2852,24.26,0.029,0.43835,0.15287,23.531,13.029832,264.114,0.065910004,0.34852,"Vanguard Group, Inc. (The)",buy
SHLO,"Shiloh Industries, Inc.",97422149.99999999,-0.45539278,0.0,0.5,-0.107,0.08193,0.05815,8.2,0.5105217,130.524,0.01602,-0.07372,Dimensional Fund Advisors LP,hold
SFL,SFL Corporation Ltd,1578858750.0,0.20905352,1.6278999,1.03,0.012,0.70279,0.70419,14.243,1.4149306,234.258,0.03271,0.058790002,Doheny Asset Management LLC,buy
SCVL,"Shoe Carnival, Inc.",566184762.0,0.14587617,0.12,3.12,0.02,0.29926002,0.06678,12.369,1.8482686,81.337,0.05863,0.13385001,Blackrock Inc.,strong_buy
SHBI,Shore Bancshares Inc,214300320.0,0.10978842,0.3071,1.27,-0.006,0.0,0.0,13.299,1.1095783,0.0,0.010620001,0.08825,Blackrock Inc.,buy
SSTK,"Shutterstock, Inc.",1495559388.0,0.12242198,0.0,1.3,0.05,0.57413,0.08019,32.446,4.7276397,17.493,0.037249997,0.10487001,ArrowMark Colorado Holdings LLC,underperform
SIEN,"Sientra, Inc.",415892847.99999994,-0.50609756,0.0,-1.54,0.328,0.6012,-1.15316,-5.458,4.319116,69.925,-0.29631,-1.20712,"Deerfield Management Company, L.P. (Series C)",strong_buy
BSRR,Sierra Bancorp,423913644.0,0.029456258,0.317,2.13,0.068,0.0,0.0,13.014,1.3966846,0.0,0.01356,0.12207,Blackrock Inc.,hold
SBNY,Signature Bank,6805903764.0,0.109898806,0.2031,11.2,0.034,0.0,0.0,11.255,1.4188277,0.0,0.01263,0.13397999,Blackrock Inc.,buy
SIG,Signet Jewelers Limited,1088809280.0,-0.39302194,0.0,2.98,-0.039,0.36224,0.07231,6.98,0.9996636,147.052,0.0324,-0.098900005,Blackrock Inc.,hold
SLGN,Silgan Holdings Inc.,3373993280.0,0.21716571,0.24159999,2.32,0.011,0.15724,0.1377,13.129,3.4835312,293.959,0.051659998,0.20969999,"Vanguard Group, Inc. (The)",hold
SLAB,"Silicon Laboratories, Inc.",4723786103.0,0.29673874,0.0,3.47,-0.03,0.60847,0.14899,31.386,4.358667,35.365,0.025729999,0.02317,"FMR, LLC",buy
SAMG,Silvercrest Asset Management Gr,116953327.4,-0.12050742,0.5514,1.58,0.117,0.42799,0.24222,8.063,1.8566016,61.139,0.08193,0.19016,Boston Partners,none
SFNC,Simmons First National Corporat,2951667600.0,-0.0005765557,0.248,2.38,0.274,0.0,0.0,10.882,0.98243743,0.0,0.01417,0.10193,Blackrock Inc.,hold
SPG,"Simon Property Group, Inc.",45734562247.68,-0.20090693,1.1007,7.11,0.02,0.81824994,0.73491997,20.962,17.388868,821.354,0.05436,0.72029,"Vanguard Group, Inc. (The)",buy
SSD,"Simpson Manufacturing Company, ",3574102136.0,0.4904648,0.3409,3.49,0.091,0.43062,0.17939,23.103,4.0755153,4.125,0.092159994,0.13258,Blackrock Inc.,hold
SLP,"Simulations Plus, Inc.",571171152.9999999,0.62746096,0.5,0.68,0.2,0.73431,0.3459,47.662,15.130719,0.0,0.15045,0.24663,Blackrock Inc.,buy
SBGI,"Sinclair Broadcast Group, Inc.",2145007968.0,0.07788777,0.38279998,5.18,0.469,0.49804002,0.20563,6.172,1.9693236,418.637,0.020280002,0.09778,"FMR, LLC",buy
SITE,"SiteOne Landscape Supply, Inc.",3558673470.0,0.5161965,0.0,2.18,0.128,0.32733002,0.07723,39.61,9.281952,216.272,0.05511,0.21225001,Price (T.Rowe) Associates Inc,buy
SJW,SJW Group,2043176700.0,0.29770577,0.85510004,2.31,-0.087,0.52489,0.34817,31.082,2.2786417,63.912,0.02646,0.055320002,Blackrock Inc.,buy
SKX,"Skechers U.S.A., Inc.",5416821300.0,0.6564542,0.0,2.56,0.152,0.47904,0.12362,15.801,2.852006,54.338,0.08389,0.18269,"FMR, LLC",buy
SKY,Skyline Champion Corporation,1918690444.0,0.99881375,0.0,1.53,-0.003,0.19968,0.0692,22.131,4.2623367,19.45,0.07067,0.13099,"Wellington Management Company, LLP",buy
SKYW,"SkyWest, Inc.",3175035558.0,0.29905188,0.0712,6.67,-0.083,0.3768,0.29403,9.441,1.502362,157.19,0.051859997,0.16547,Blackrock Inc.,buy
SWKS,"Skyworks Solutions, Inc.",17785447085.12,0.5065676,0.3231,7.45,-0.179,0.47495,0.39306,14.012,4.3074064,0.0,0.12356,0.20771,"Vanguard Group, Inc. (The)",hold
SLG,SL Green Realty Corp,7205120741.76,-0.04525864,1.5455,1.23,-0.032,0.62692,0.54877996,73.122,1.3402476,97.682,0.0183,0.03098,"Vanguard Group, Inc. (The)",hold
SLM,SLM Corporation,3622209951.36,-0.06573272,0.0692,1.39,0.606,1.0,0.0,6.173,1.3015777,153.961,0.02056,0.19405001,Blackrock Inc.,buy
SND,"Smart Sand, Inc.",102056448.00000001,-0.13684207,0.0,0.64,0.04,0.34171,0.34451,3.859,0.41242278,24.871,0.10152,0.108739994,"ClearBridge Investments, LLC",buy
